real_data,synth,utterance,CER,WER
1.0,0,0,0.16233766233766234,0.4827586206896552
1.0,0,1,0.20512820512820512,0.8571428571428571
1.0,0,2,0.14678899082568808,0.5555555555555556
1.0,0,3,0.25806451612903225,0.5
1.0,0,4,0.29508196721311475,0.8181818181818182
1.0,0,5,0.05263157894736842,0.18181818181818182
1.0,0,6,0.08904109589041095,0.4444444444444444
1.0,0,7,0.13043478260869565,0.4444444444444444
1.0,0,8,0.0898876404494382,0.3333333333333333
1.0,0,9,0.014925373134328358,0.07407407407407407
1.0,0,10,0.11864406779661017,0.26666666666666666
1.0,0,11,0.11057692307692307,0.3902439024390244
1.0,0,12,0.018633540372670808,0.07142857142857142
1.0,0,13,0.061946902654867256,0.23076923076923078
1.0,0,14,0.11764705882352941,0.42857142857142855
1.0,0,15,0.0379746835443038,0.2857142857142857
1.0,0,16,0.17857142857142858,0.875
1.0,0,17,0.06766917293233082,0.25
1.0,0,18,0.07373271889400922,0.3181818181818182
1.0,0,19,0.06435643564356436,0.24390243902439024
1.0,0,20,0.11244979919678715,0.3888888888888889
1.0,0,21,0.10869565217391304,0.3333333333333333
1.0,0,22,0.06857142857142857,0.29411764705882354
1.0,0,23,0.07567567567567568,0.2894736842105263
1.0,0,24,0.08670520231213873,0.3
1.0,0,25,0.10752688172043011,0.4444444444444444
1.0,0,26,0.04918032786885246,0.21428571428571427
1.0,0,27,0.16216216216216217,0.5714285714285714
1.0,0,28,0.11926605504587157,0.4
1.0,0,29,0.06451612903225806,0.2727272727272727
1.0,0,30,0.034482758620689655,0.2
1.0,0,31,0.08974358974358974,0.2857142857142857
1.0,0,32,0.06,0.25
1.0,0,33,0.18421052631578946,0.6666666666666666
1.0,0,34,0.06944444444444445,0.21428571428571427
1.0,0,35,0.0,0.0
1.0,0,36,0.2,0.4
1.0,0,37,0.140625,0.38461538461538464
1.0,0,38,0.08695652173913043,0.2
1.0,0,39,0.13513513513513514,0.35294117647058826
1.0,0,40,0.15517241379310345,0.5294117647058824
1.0,0,41,0.125,0.6666666666666666
1.0,0,42,0.08771929824561403,0.3333333333333333
1.0,0,43,0.0945945945945946,0.375
1.0,0,44,0.06382978723404255,0.2777777777777778
1.0,0,45,0.10204081632653061,0.5714285714285714
1.0,0,46,0.08018867924528301,0.3488372093023256
1.0,0,47,0.10144927536231885,0.38
1.0,0,48,0.35714285714285715,1.0
1.0,0,49,0.1223021582733813,0.4807692307692308
1.0,0,50,0.08189655172413793,0.2727272727272727
1.0,0,51,0.12345679012345678,0.4444444444444444
1.0,0,52,0.19642857142857142,0.38461538461538464
1.0,0,53,0.07692307692307693,0.4
1.0,0,54,0.08196721311475409,0.391304347826087
1.0,0,55,0.19653179190751446,0.5588235294117647
1.0,0,56,0.2727272727272727,1.0
1.0,0,57,0.07317073170731707,0.125
1.0,0,58,0.34285714285714286,0.6666666666666666
1.0,0,59,0.11219512195121951,0.4444444444444444
1.0,0,60,0.04878048780487805,0.2857142857142857
1.0,0,61,0.1732283464566929,0.4166666666666667
1.0,0,62,0.6666666666666666,1.0
1.0,0,63,0.11864406779661017,0.36
1.0,0,64,0.18518518518518517,0.5714285714285714
1.0,0,65,0.30097087378640774,0.9333333333333333
1.0,0,66,0.1532567049808429,0.45652173913043476
1.0,0,67,0.17857142857142858,0.65625
1.0,0,68,0.12048192771084337,0.4117647058823529
1.0,0,69,0.1532258064516129,0.2962962962962963
1.0,0,70,0.1724137931034483,0.5714285714285714
1.0,0,71,0.07906976744186046,0.3409090909090909
1.0,0,72,0.1404109589041096,0.49056603773584906
1.0,0,73,0.15669515669515668,0.5441176470588235
1.0,0,74,0.12359550561797752,0.375
1.0,0,75,0.13304721030042918,0.5348837209302325
1.0,0,76,0.12698412698412698,0.358974358974359
1.0,0,77,0.02702702702702703,0.125
1.0,0,78,0.21818181818181817,0.7272727272727273
1.0,0,79,0.1346938775510204,0.5227272727272727
1.0,0,80,0.12605042016806722,0.5128205128205128
1.0,0,81,0.24,0.7142857142857143
1.0,0,82,0.15053763440860216,0.5333333333333333
1.0,0,83,0.12359550561797752,0.3939393939393939
1.0,0,84,0.14393939393939395,0.5
1.0,0,85,0.18,0.6060606060606061
1.0,0,86,0.06451612903225806,0.20689655172413793
1.0,0,87,0.12121212121212122,0.3684210526315789
1.0,0,88,0.11261261261261261,0.425
1.0,0,89,0.24770642201834864,0.6
1.0,0,90,0.20863309352517986,0.7
1.0,0,91,0.08888888888888889,0.3333333333333333
1.0,0,92,0.0847457627118644,0.3409090909090909
1.0,0,93,0.1282051282051282,0.3333333333333333
1.0,0,94,0.058823529411764705,0.25
1.0,0,95,0.09433962264150944,0.4
1.0,0,96,0.24183006535947713,0.6333333333333333
1.0,0,97,0.023255813953488372,0.13333333333333333
1.0,0,98,0.13114754098360656,0.44642857142857145
1.0,0,99,0.2727272727272727,0.5
1.0,0,100,0.1262135922330097,0.5625
1.0,0,101,0.17050691244239632,0.5384615384615384
1.0,0,102,0.16883116883116883,0.5
1.0,0,103,0.1368421052631579,0.5882352941176471
1.0,0,104,0.19148936170212766,0.7777777777777778
1.0,0,105,0.13953488372093023,0.3793103448275862
1.0,0,106,0.15151515151515152,0.5
1.0,0,107,0.07317073170731707,0.3125
1.0,0,108,0.1826086956521739,0.5777777777777777
1.0,0,109,0.20388349514563106,0.6666666666666666
1.0,0,110,0.24,0.5555555555555556
1.0,0,111,0.4444444444444444,1.0
1.0,0,112,0.19444444444444445,0.6
1.0,0,113,0.17647058823529413,0.625
1.0,0,114,0.36363636363636365,0.6666666666666666
1.0,0,115,0.02857142857142857,0.14285714285714285
1.0,0,116,0.05555555555555555,0.21428571428571427
1.0,0,117,0.15789473684210525,0.42857142857142855
1.0,0,118,0.12,0.375
1.0,0,119,0.17391304347826086,0.5454545454545454
1.0,0,120,0.12121212121212122,0.375
1.0,0,121,0.3181818181818182,0.6
1.0,0,122,0.2777777777777778,0.4
1.0,0,123,0.38461538461538464,1.0
1.0,0,124,0.16766467065868262,0.6363636363636364
1.0,0,125,0.5,0.5
1.0,0,126,0.15517241379310345,0.5
1.0,0,127,0.2017167381974249,0.5510204081632653
1.0,0,128,0.2830188679245283,0.6875
1.0,0,129,0.16666666666666666,0.5
1.0,0,130,0.27099236641221375,0.7321428571428571
1.0,0,131,0.15680473372781065,0.4666666666666667
1.0,0,132,0.24719101123595505,0.55
1.0,0,133,0.14285714285714285,0.47368421052631576
1.0,0,134,0.2129032258064516,0.7916666666666666
1.0,0,135,0.2564102564102564,0.6
1.0,0,136,0.12037037037037036,0.375
1.0,0,137,0.19090909090909092,0.5909090909090909
1.0,0,138,0.25,0.75
1.0,0,139,0.24096385542168675,0.631578947368421
1.0,0,140,0.1643835616438356,0.5833333333333334
1.0,0,141,0.09859154929577464,0.4
1.0,0,142,0.2,0.8
1.0,0,143,0.1111111111111111,0.42857142857142855
1.0,0,144,0.20833333333333334,0.6666666666666666
1.0,0,145,0.17307692307692307,0.6
