real_data,synth,utterance,CER,WER
0.75,0,0,0.13725490196078433,0.39285714285714285
0.75,0,1,0.1282051282051282,0.5714285714285714
0.75,0,2,0.14018691588785046,0.42105263157894735
0.75,0,3,0.26666666666666666,0.42857142857142855
0.75,0,4,0.25,0.6666666666666666
0.75,0,5,0.09230769230769231,0.3181818181818182
0.75,0,6,0.09655172413793103,0.48148148148148145
0.75,0,7,0.18181818181818182,0.7777777777777778
0.75,0,8,0.0851063829787234,0.4375
0.75,0,9,0.02962962962962963,0.14814814814814814
0.75,0,10,0.10526315789473684,0.2857142857142857
0.75,0,11,0.07582938388625593,0.3076923076923077
0.75,0,12,0.03205128205128205,0.14285714285714285
0.75,0,13,0.07964601769911504,0.2
0.75,0,14,0.15625,0.42857142857142855
0.75,0,15,0.025,0.2
0.75,0,16,0.22641509433962265,0.7
0.75,0,17,0.06976744186046512,0.34782608695652173
0.75,0,18,0.058823529411764705,0.23809523809523808
0.75,0,19,0.1024390243902439,0.38095238095238093
0.75,0,20,0.14937759336099585,0.41509433962264153
0.75,0,21,0.08888888888888889,0.3684210526315789
0.75,0,22,0.06077348066298342,0.2571428571428571
0.75,0,23,0.0962566844919786,0.2972972972972973
0.75,0,24,0.06936416184971098,0.26666666666666666
0.75,0,25,0.10869565217391304,0.4117647058823529
0.75,0,26,0.0967741935483871,0.4166666666666667
0.75,0,27,0.15789473684210525,0.5
0.75,0,28,0.14678899082568808,0.6
0.75,0,29,0.07936507936507936,0.4
0.75,0,30,0.1,0.8
0.75,0,31,0.06666666666666667,0.21428571428571427
0.75,0,32,0.08,0.3333333333333333
0.75,0,33,0.08823529411764706,0.3333333333333333
0.75,0,34,0.12162162162162163,0.2857142857142857
0.75,0,35,0.07142857142857142,0.375
0.75,0,36,0.1111111111111111,0.5
0.75,0,37,0.07936507936507936,0.3076923076923077
0.75,0,38,0.12,0.4
0.75,0,39,0.06578947368421052,0.29411764705882354
0.75,0,40,0.13872832369942195,0.4411764705882353
0.75,0,41,0.25,0.75
0.75,0,42,0.08620689655172414,0.5
0.75,0,43,0.125,0.5333333333333333
0.75,0,44,0.03260869565217391,0.10526315789473684
0.75,0,45,0.12244897959183673,0.5714285714285714
0.75,0,46,0.08018867924528301,0.2727272727272727
0.75,0,47,0.08928571428571429,0.4117647058823529
0.75,0,48,0.2962962962962963,1.0
0.75,0,49,0.1079136690647482,0.37037037037037035
0.75,0,50,0.08333333333333333,0.2619047619047619
0.75,0,51,0.08943089430894309,0.40425531914893614
0.75,0,52,0.22033898305084745,0.5833333333333334
0.75,0,53,0.038461538461538464,0.2
0.75,0,54,0.06451612903225806,0.20833333333333334
0.75,0,55,0.19161676646706588,0.47058823529411764
0.75,0,56,0.2222222222222222,1.0
0.75,0,57,0.0975609756097561,0.25
0.75,0,58,0.2926829268292683,0.875
0.75,0,59,0.09178743961352658,0.3783783783783784
0.75,0,60,0.04819277108433735,0.2857142857142857
0.75,0,61,0.11194029850746269,0.2692307692307692
0.75,0,62,0.5263157894736842,1.0
0.75,0,63,0.11666666666666667,0.4166666666666667
0.75,0,64,0.1891891891891892,0.47619047619047616
0.75,0,65,0.3173076923076923,0.9375
0.75,0,66,0.15471698113207547,0.48936170212765956
0.75,0,67,0.17142857142857143,0.53125
0.75,0,68,0.13095238095238096,0.375
0.75,0,69,0.192,0.4444444444444444
0.75,0,70,0.06451612903225806,0.25
0.75,0,71,0.11981566820276497,0.4186046511627907
0.75,0,72,0.13559322033898305,0.38596491228070173
0.75,0,73,0.13573407202216067,0.5454545454545454
0.75,0,74,0.10588235294117647,0.3125
0.75,0,75,0.14347826086956522,0.5
0.75,0,76,0.12637362637362637,0.3611111111111111
0.75,0,77,0.11428571428571428,0.25
0.75,0,78,0.14285714285714285,0.45454545454545453
0.75,0,79,0.13147410358565736,0.5111111111111111
0.75,0,80,0.12446351931330472,0.38461538461538464
0.75,0,81,0.20270270270270271,0.5333333333333333
0.75,0,82,0.15934065934065933,0.5517241379310345
0.75,0,83,0.12637362637362637,0.38235294117647056
0.75,0,84,0.15384615384615385,0.48
0.75,0,85,0.19617224880382775,0.7142857142857143
0.75,0,86,0.11382113821138211,0.35714285714285715
0.75,0,87,0.10780669144981413,0.2807017543859649
0.75,0,88,0.08888888888888889,0.3181818181818182
0.75,0,89,0.2727272727272727,0.6666666666666666
0.75,0,90,0.17454545454545456,0.5833333333333334
0.75,0,91,0.16911764705882354,0.5
0.75,0,92,0.15546218487394958,0.5333333333333333
0.75,0,93,0.1794871794871795,0.5555555555555556
0.75,0,94,0.3333333333333333,0.6666666666666666
0.75,0,95,0.12962962962962962,0.6
0.75,0,96,0.2550335570469799,0.6
0.75,0,97,0.05952380952380952,0.2
0.75,0,98,0.11290322580645161,0.42857142857142855
0.75,0,99,0.23809523809523808,0.25
0.75,0,100,0.16346153846153846,0.6666666666666666
0.75,0,101,0.23853211009174313,0.625
0.75,0,102,0.19480519480519481,0.5
0.75,0,103,0.16,0.5
0.75,0,104,0.25,1.0
0.75,0,105,0.08527131782945736,0.2692307692307692
0.75,0,106,0.1875,0.8333333333333334
0.75,0,107,0.2191780821917808,1.0833333333333333
0.75,0,108,0.1565217391304348,0.44
0.75,0,109,0.18181818181818182,0.631578947368421
0.75,0,110,0.2653061224489796,0.75
0.75,0,111,0.3333333333333333,0.8333333333333334
0.75,0,112,0.19444444444444445,0.5
0.75,0,113,0.10810810810810811,0.375
0.75,0,114,0.21428571428571427,0.6666666666666666
0.75,0,115,0.027777777777777776,0.14285714285714285
0.75,0,116,0.05714285714285714,0.21428571428571427
0.75,0,117,0.14705882352941177,0.5714285714285714
0.75,0,118,0.1506849315068493,0.5333333333333333
0.75,0,119,0.19327731092436976,0.5416666666666666
0.75,0,120,0.11764705882352941,0.3333333333333333
0.75,0,121,0.21739130434782608,0.6
0.75,0,122,0.25,0.5
0.75,0,123,0.2608695652173913,0.5
0.75,0,124,0.18674698795180722,0.5806451612903226
0.75,0,125,0.5,0.5
0.75,0,126,0.1797752808988764,0.4864864864864865
0.75,0,127,0.2445414847161572,0.6041666666666666
0.75,0,128,0.21212121212121213,0.65625
0.75,0,129,0.17613636363636365,0.48717948717948717
0.75,0,130,0.24701195219123506,0.6481481481481481
0.75,0,131,0.16091954022988506,0.5081967213114754
0.75,0,132,0.2727272727272727,0.6666666666666666
0.75,0,133,0.20481927710843373,0.5555555555555556
0.75,0,134,0.2389937106918239,0.6666666666666666
0.75,0,135,0.18072289156626506,0.6923076923076923
0.75,0,136,0.2037037037037037,0.6086956521739131
0.75,0,137,0.15384615384615385,0.4
0.75,0,138,0.3333333333333333,0.75
0.75,0,139,0.21176470588235294,0.55
0.75,0,140,0.16666666666666666,0.46153846153846156
0.75,0,141,0.17647058823529413,0.4375
0.75,0,142,0.2692307692307692,1.25
0.75,0,143,0.10526315789473684,0.375
0.75,0,144,0.20408163265306123,0.6
0.75,0,145,0.1388888888888889,0.5454545454545454
0.75,0,146,0.23170731707317074,0.47058823529411764
0.75,0,147,0.14432989690721648,0.47368421052631576
0.75,0,148,0.46153846153846156,1.0
0.75,0,149,0.24489795918367346,0.7777777777777778
0.75,0,150,0.1875,0.5
0.75,0,151,0.0784313725490196,0.36363636363636365
0.75,0,152,0.3,0.7142857142857143
0.75,0,153,0.22033898305084745,0.7777777777777778
0.75,0,154,0.19402985074626866,0.5116279069767442
0.75,0,155,0.22727272727272727,0.5
0.75,0,156,0.3064516129032258,0.625
0.75,0,157,0.14666666666666667,0.5
0.75,0,158,0.19148936170212766,0.52
0.75,0,159,0.11618257261410789,0.475
0.75,0,160,0.11290322580645161,0.3076923076923077
0.75,0,161,0.08018867924528301,0.2857142857142857
0.75,0,162,0.11214953271028037,0.4
0.75,0,163,0.0975609756097561,0.32
0.75,0,164,0.3125,0.75
0.75,0,165,0.14678899082568808,0.55
0.75,0,166,0.16326530612244897,0.4
0.75,0,167,0.2,0.6
0.75,0,168,0.11956521739130435,0.4117647058823529
0.75,0,169,0.11904761904761904,0.3870967741935484
0.75,0,170,0.375,0.7
0.75,0,171,0.05263157894736842,0.21052631578947367
0.75,0,172,0.0728744939271255,0.34782608695652173
0.75,0,173,0.0684931506849315,0.2727272727272727
0.75,0,174,0.10344827586206896,0.43243243243243246
0.75,0,175,0.061946902654867256,0.3
0.75,0,176,0.11808118081180811,0.4
0.75,0,177,0.0935672514619883,0.3125
0.75,0,178,0.09917355371900827,0.391304347826087
0.75,0,179,0.11695906432748537,0.4827586206896552
0.75,0,180,0.07909604519774012,0.20588235294117646
0.75,0,181,0.09859154929577464,0.34210526315789475
0.75,0,182,0.10491803278688525,0.39285714285714285
0.75,0,183,0.09361702127659574,0.35
0.75,0,184,0.14,0.6
0.75,0,185,0.18181818181818182,0.6153846153846154
0.75,0,186,0.08333333333333333,0.42857142857142855
0.75,0,187,0.12090680100755667,0.4794520547945205
0.75,0,188,0.08256880733944955,0.3684210526315789
0.75,0,189,0.10548523206751055,0.35714285714285715
0.75,0,190,0.09655172413793103,0.38461538461538464
0.75,0,191,0.08846153846153847,0.3125
0.75,0,192,0.1,0.375
0.75,0,193,0.1111111111111111,0.37037037037037035
0.75,0,194,0.0898876404494382,0.34375
0.75,0,195,0.1590909090909091,0.6666666666666666
0.75,0,196,0.06046511627906977,0.2682926829268293
0.75,0,197,0.0916030534351145,0.375
0.75,0,198,0.08298755186721991,0.35555555555555557
0.75,0,199,0.1380952380952381,0.2857142857142857
0.75,0,200,0.09944751381215469,0.3939393939393939
0.75,0,201,0.17142857142857143,0.5714285714285714
0.75,0,202,0.03333333333333333,0.14285714285714285
0.75,0,203,0.102880658436214,0.425
0.75,0,204,0.13524590163934427,0.3673469387755102
0.75,0,205,0.10880829015544041,0.3888888888888889
0.75,0,206,0.15384615384615385,0.4444444444444444
0.75,0,207,0.08695652173913043,0.25
0.75,0,208,0.10747663551401869,0.325
0.75,0,209,0.1391304347826087,0.46153846153846156
0.75,0,210,0.16236162361623616,0.5
0.75,0,211,0.21951219512195122,0.7142857142857143
0.75,0,212,0.22131147540983606,0.6666666666666666
